direction,coverage,year,passengers,country_code,airport_code
Departures,National,2022,753,FR,LFTW
Departures,International,2017,38654,FR,SOCA
Departures,International,2018,17370,FR,SOCA
Departures,International,2019,8715,FR,SOCA
Departures,International,2020,1781,FR,SOCA
Departures,International,2021,275,FR,SOCA
Departures,International,2022,839,FR,SOCA
Departures,National,2017,230938,FR,SOCA
Departures,National,2018,259232,FR,SOCA
Departures,National,2019,273687,FR,SOCA
Departures,National,2020,135546,FR,SOCA
Departures,National,2021,170135,FR,SOCA
Departures,National,2022,246353,FR,SOCA
Departures,International,2017,92379,FR,TFFF
Departures,International,2018,91844,FR,TFFF
Departures,International,2019,98271,FR,TFFF
Departures,International,2020,25486,FR,TFFF
Departures,International,2021,8045,FR,TFFF
Departures,International,2022,41119,FR,TFFF
Departures,National,2017,904098,FR,TFFF
Departures,National,2018,931816,FR,TFFF
Departures,National,2019,961595,FR,TFFF
Departures,National,2020,498720,FR,TFFF
Departures,National,2021,505773,FR,TFFF
Departures,National,2022,858012,FR,TFFF
Departures,International,2017,4,FR,TFFG
Departures,International,2018,59,FR,TFFG
Departures,International,2019,2,FR,TFFG
Departures,International,2020,6,FR,TFFG
Departures,International,2021,2,FR,TFFG
Departures,International,2022,12,FR,TFFG
Departures,National,2017,108077,FR,TFFG
Departures,National,2018,94743,FR,TFFG
Departures,National,2019,103314,FR,TFFG
Departures,National,2020,54451,FR,TFFG
Departures,National,2021,59028,FR,TFFG
Departures,National,2022,95736,FR,TFFG
Departures,International,2017,146526,FR,TFFR
Departures,International,2018,158810,FR,TFFR
Departures,International,2019,155240,FR,TFFR
Departures,International,2020,58650,FR,TFFR
Departures,International,2021,24051,FR,TFFR
Departures,International,2022,82959,FR,TFFR
Departures,National,2017,1077493,FR,TFFR
Departures,National,2018,1096627,FR,TFFR
Departures,National,2019,1129473,FR,TFFR
Departures,National,2020,591773,FR,TFFR
Departures,National,2021,636841,FR,TFFR
Departures,National,2022,983488,FR,TFFR
Departures,International,2017,1040821,HR,LDDU
Departures,International,2018,1160469,HR,LDDU
Departures,International,2019,1343971,HR,LDDU
Departures,International,2020,121620,HR,LDDU
Departures,International,2021,405493,HR,LDDU
Departures,International,2022,990930,HR,LDDU
Departures,National,2017,150450,HR,LDDU
Departures,National,2018,148148,HR,LDDU
Departures,National,2019,144337,HR,LDDU
Departures,National,2020,45141,HR,LDDU
Departures,National,2021,60251,HR,LDDU
Departures,National,2022,95070,HR,LDDU
Departures,International,2017,275604,HR,LDPL
Departures,International,2018,339286,HR,LDPL
Departures,International,2019,367672,HR,LDPL
Departures,International,2020,34691,HR,LDPL
Departures,International,2021,122153,HR,LDPL
Departures,International,2022,180513,HR,LDPL
Departures,National,2017,18841,HR,LDPL
Departures,National,2018,19005,HR,LDPL
Departures,National,2019,17804,HR,LDPL
Departures,National,2020,5701,HR,LDPL
Departures,National,2021,9726,HR,LDPL
Departures,National,2022,19028,HR,LDPL
Departures,International,2020,12471,HR,LDRI
Departures,International,2021,25328,HR,LDRI
Departures,International,2022,81084,HR,LDRI
Departures,National,2020,517,HR,LDRI
Departures,National,2021,938,HR,LDRI
Departures,National,2022,443,HR,LDRI
Departures,International,2017,1307822,HR,LDSP
Departures,International,2018,1462312,HR,LDSP
Departures,International,2019,1550383,HR,LDSP
Departures,International,2020,299807,HR,LDSP
Departures,International,2021,728696,HR,LDSP
Departures,International,2022,1380797,HR,LDSP
Departures,National,2017,111349,HR,LDSP
Departures,National,2018,112711,HR,LDSP
Departures,National,2019,109828,HR,LDSP
Departures,National,2020,38430,HR,LDSP
Departures,National,2021,56148,HR,LDSP
Departures,National,2022,77120,HR,LDSP
Departures,International,2017,1289941,HR,LDZA
Departures,International,2018,1404599,HR,LDZA
Departures,International,2019,1457337,HR,LDZA
Departures,International,2020,369854,HR,LDZA
Departures,International,2021,576138,HR,LDZA
Departures,International,2022,1376509,HR,LDZA
Departures,National,2017,248084,HR,LDZA
Departures,National,2018,247490,HR,LDZA
Departures,National,2019,239859,HR,LDZA
Departures,National,2020,83417,HR,LDZA
Departures,National,2021,110262,HR,LDZA
Departures,National,2022,169001,HR,LDZA
Departures,International,2017,270241,HR,LDZD
Departures,International,2018,273550,HR,LDZD
Departures,International,2019,373253,HR,LDZD
Departures,International,2020,50570,HR,LDZD
Departures,International,2021,243395,HR,LDZD
Departures,International,2022,532518,HR,LDZD
Departures,National,2017,28681,HR,LDZD
Departures,National,2018,32062,HR,LDZD
Departures,National,2019,30387,HR,LDZD
Departures,National,2020,9769,HR,LDZD
Departures,National,2021,11500,HR,LDZD
Departures,National,2022,19907,HR,LDZD
Departures,International,2017,6573929,HU,LHBP
Departures,International,2018,7462287,HU,LHBP
Departures,International,2019,8105325,HU,LHBP
Departures,International,2020,1960936,HU,LHBP
Departures,International,2021,2288271,HU,LHBP
Departures,International,2022,6106880,HU,LHBP
Departures,National,2017,0,HU,LHBP
Departures,National,2018,0,HU,LHBP
Departures,National,2019,0,HU,LHBP
Departures,National,2020,554,HU,LHBP
Departures,National,2021,1970,HU,LHBP
Departures,National,2022,155,HU,LHBP
Departures,International,2017,160674,HU,LHDC
Departures,International,2018,191593,HU,LHDC
Departures,International,2019,305367,HU,LHDC
Departures,International,2020,63838,HU,LHDC
Departures,International,2021,37467,HU,LHDC
Departures,International,2022,124838,HU,LHDC
Departures,National,2017,22,HU,LHDC
Departures,National,2018,1319,HU,LHDC
Departures,National,2019,227,HU,LHDC
Departures,National,2020,78,HU,LHDC
Departures,National,2021,232,HU,LHDC
Departures,National,2022,58,HU,LHDC
Departures,International,2017,1152476,IE,EICK
Departures,International,2018,1197000,IE,EICK
Departures,International,2019,1294506,IE,EICK
Departures,International,2020,262426,IE,EICK
Departures,International,2021,128551,IE,EICK
Departures,International,2022,1117349,IE,EICK
Departures,National,2017,265,IE,EICK
Departures,National,2018,431,IE,EICK
Departures,National,2019,259,IE,EICK
Departures,National,2020,3,IE,EICK
Departures,National,2021,201,IE,EICK
Departures,National,2022,804,IE,EICK
Departures,International,2017,14701805,IE,EIDW
Departures,International,2018,15638789,IE,EIDW
Departures,International,2019,16311309,IE,EIDW
Departures,International,2020,3605775,IE,EIDW
Departures,International,2021,4132682,IE,EIDW
Departures,International,2022,13795878,IE,EIDW
Departures,National,2017,41826,IE,EIDW
Departures,National,2018,46379,IE,EIDW
Departures,National,2019,46608,IE,EIDW
Departures,National,2020,15490,IE,EIDW
Departures,National,2021,17856,IE,EIDW
Departures,National,2022,55105,IE,EIDW
Departures,International,2017,377810,IE,EIKN
Departures,International,2018,387876,IE,EIKN
Departures,International,2019,405959,IE,EIKN
Departures,International,2020,74002,IE,EIKN
Departures,International,2021,87833,IE,EIKN
Departures,International,2022,352131,IE,EIKN
Departures,National,2017,0,IE,EIKN
Departures,National,2018,105,IE,EIKN
Departures,National,2019,0,IE,EIKN
Departures,National,2020,0,IE,EIKN
Departures,National,2021,0,IE,EIKN
Departures,National,2022,0,IE,EIKN
Departures,International,2017,142330,IE,EIKY
Departures,International,2018,153493,IE,EIKY
Departures,International,2019,156035,IE,EIKY
Departures,International,2020,33682,IE,EIKY
Departures,International,2021,44729,IE,EIKY
Departures,International,2022,134285,IE,EIKY
Departures,National,2017,26943,IE,EIKY
Departures,National,2018,30190,IE,EIKY
Departures,National,2019,30317,IE,EIKY
Departures,National,2020,8713,IE,EIKY
Departures,National,2021,13760,IE,EIKY
Departures,National,2022,49278,IE,EIKY
Departures,International,2017,805388,IE,EINN
Departures,International,2018,837372,IE,EINN
Departures,International,2019,808669,IE,EINN
Departures,International,2020,136093,IE,EINN
Departures,International,2021,161393,IE,EINN
Departures,International,2022,708246,IE,EINN
Departures,National,2017,2501,IE,EINN
Departures,National,2018,7014,IE,EINN
Departures,National,2019,3875,IE,EINN
Departures,National,2020,11,IE,EINN
Departures,National,2021,364,IE,EINN
Departures,National,2022,1881,IE,EINN
Departures,International,2018,4122,IS,BIAR
Departures,International,2019,7473,IS,BIAR
Departures,International,2020,1808,IS,BIAR
Departures,International,2021,1348,IS,BIAR
Departures,International,2022,15636,IS,BIAR
Departures,National,2018,97486,IS,BIAR
Departures,National,2019,86047,IS,BIAR
Departures,National,2020,38939,IS,BIAR
Departures,National,2021,69680,IS,BIAR
Departures,National,2022,82491,IS,BIAR
Departures,International,2017,4161736,IS,BIKF
Departures,International,2018,4882872,IS,BIKF
Departures,International,2019,3613583,IS,BIKF
Departures,International,2020,688461,IS,BIKF
Departures,International,2021,1072427,IS,BIKF
Departures,International,2022,3043455,IS,BIKF
Departures,National,2017,2732,IS,BIKF
Departures,National,2018,4110,IS,BIKF
Departures,National,2019,2153,IS,BIKF
Departures,National,2020,206,IS,BIKF
Departures,National,2021,54,IS,BIKF
Departures,National,2022,579,IS,BIKF
Departures,International,2018,19509,IS,BIRK
Departures,International,2019,12197,IS,BIRK
Departures,International,2020,1289,IS,BIRK
Departures,International,2021,2838,IS,BIRK
Departures,International,2022,8158,IS,BIRK
Departures,National,2018,176260,IS,BIRK
Departures,National,2019,159935,IS,BIRK
Departures,National,2020,79718,IS,BIRK
Departures,National,2021,143478,IS,BIRK
Departures,National,2022,162665,IS,BIRK
Departures,National,2020,1853,IS,BIVM
Departures,International,2019,9080,IT,LIBC
Departures,International,2020,928,IT,LIBC
Departures,International,2021,3563,IT,LIBC
Departures,International,2022,8205,IT,LIBC
Departures,National,2018,43042,IT,LIBC
Departures,National,2019,77480,IT,LIBC
Departures,National,2020,26520,IT,LIBC
Departures,National,2021,45857,IT,LIBC
Departures,National,2022,79100,IT,LIBC
Departures,International,2017,920655,IT,LIBD
Departures,International,2018,1102481,IT,LIBD
Departures,International,2019,1285270,IT,LIBD
Departures,International,2020,320875,IT,LIBD
Departures,International,2021,585462,IT,LIBD
Departures,International,2022,1369490,IT,LIBD
Departures,National,2017,1423214,IT,LIBD
Departures,National,2018,1447524,IT,LIBD
Departures,National,2019,1523869,IT,LIBD
Departures,National,2020,538336,IT,LIBD
Departures,National,2021,1072373,IT,LIBD
Departures,National,2022,1771436,IT,LIBD
Departures,International,2017,180104,IT,LIBP
Departures,International,2018,185827,IT,LIBP
Departures,International,2019,197077,IT,LIBP
Departures,International,2020,42568,IT,LIBP
Departures,International,2021,84488,IT,LIBP
Departures,International,2022,189517,IT,LIBP
Departures,National,2017,155923,IT,LIBP
Departures,National,2018,146719,IT,LIBP
Departures,National,2019,157797,IT,LIBP
Departures,National,2020,44946,IT,LIBP
Departures,National,2021,106040,IT,LIBP
Departures,National,2022,168942,IT,LIBP
Departures,International,2017,255567,IT,LIBR
Departures,International,2018,316260,IT,LIBR
Departures,International,2019,368831,IT,LIBR
Departures,International,2020,143207,IT,LIBR
Departures,International,2021,193996,IT,LIBR
Departures,International,2022,395215,IT,LIBR
Departures,National,2017,911723,IT,LIBR
Departures,National,2018,952503,IT,LIBR
Departures,National,2019,1005178,IT,LIBR
Departures,National,2020,374855,IT,LIBR
Departures,National,2021,745557,IT,LIBR
Departures,National,2022,1168310,IT,LIBR
Departures,International,2017,311170,IT,LICA
Departures,International,2018,360726,IT,LICA
Departures,International,2019,395096,IT,LICA
Departures,International,2020,69187,IT,LICA
Departures,International,2021,147235,IT,LICA
Departures,International,2022,283587,IT,LICA
Departures,National,2017,982324,IT,LICA
Departures,National,2018,1045908,IT,LICA
Departures,National,2019,1119151,IT,LICA
Departures,National,2020,418349,IT,LICA
Departures,National,2021,720594,IT,LICA
Departures,National,2022,1058167,IT,LICA
Departures,International,2017,86954,IT,LICB
Departures,International,2018,90443,IT,LICB
Departures,International,2019,58027,IT,LICB
Departures,International,2020,18399,IT,LICB
Departures,International,2021,21809,IT,LICB
Departures,International,2022,24688,IT,LICB
Departures,National,2017,131149,IT,LICB
Departures,National,2018,125083,IT,LICB
Departures,National,2019,121629,IT,LICB
Departures,National,2020,27329,IT,LICB
Departures,National,2021,80571,IT,LICB
Departures,National,2022,163082,IT,LICB
Departures,International,2017,1514296,IT,LICC
Departures,International,2018,1838344,IT,LICC
Departures,International,2019,1908609,IT,LICC
Departures,International,2020,488308,IT,LICC
Departures,International,2021,746835,IT,LICC
Departures,International,2022,1681102,IT,LICC
Departures,National,2017,3077844,IT,LICC
Departures,National,2018,3166551,IT,LICC
Departures,National,2019,3243748,IT,LICC
Departures,National,2020,1345403,IT,LICC
Departures,National,2021,2332997,IT,LICC
Departures,National,2022,3397686,IT,LICC
Departures,International,2017,1405,IT,LICD
Departures,International,2020,2607,IT,LICD
Departures,International,2021,2164,IT,LICD
Departures,National,2017,128274,IT,LICD
Departures,National,2018,134781,IT,LICD
Departures,National,2019,137574,IT,LICD
Departures,National,2020,83871,IT,LICD
Departures,National,2021,137387,IT,LICD
Departures,National,2022,166035,IT,LICD
Departures,International,2021,419,IT,LICG
Departures,International,2022,150,IT,LICG
Departures,National,2020,53447,IT,LICG
Departures,National,2021,84843,IT,LICG
Departures,National,2022,93734,IT,LICG
Departures,International,2017,702435,IT,LICJ
Departures,International,2018,857600,IT,LICJ
Departures,International,2019,999214,IT,LICJ
Departures,International,2020,300150,IT,LICJ
Departures,International,2021,486604,IT,LICJ
Departures,International,2022,981727,IT,LICJ
Departures,National,2017,2208484,IT,LICJ
Departures,National,2018,2502951,IT,LICJ
Departures,National,2019,2542072,IT,LICJ
Departures,National,2020,1068029,IT,LICJ
Departures,National,2021,1834731,IT,LICJ
Departures,National,2022,2615843,IT,LICJ
Departures,International,2019,63,IT,LICR
Departures,International,2020,268,IT,LICR
Departures,International,2021,358,IT,LICR
Departures,International,2022,20968,IT,LICR
Departures,National,2017,198332,IT,LICR
Departures,National,2018,185819,IT,LICR
Departures,National,2019,187646,IT,LICR
Departures,National,2020,56637,IT,LICR
Departures,National,2021,72640,IT,LICR
Departures,National,2022,81876,IT,LICR
Departures,International,2017,191921,IT,LICT
Departures,International,2018,57112,IT,LICT
Departures,International,2019,47828,IT,LICT
Departures,International,2020,8433,IT,LICT
Departures,International,2021,31806,IT,LICT
Departures,International,2022,128650,IT,LICT
Departures,National,2017,455182,IT,LICT
Departures,National,2018,187510,IT,LICT
Departures,National,2019,166147,IT,LICT
Departures,National,2020,87977,IT,LICT
Departures,National,2021,186735,IT,LICT
Departures,National,2022,324770,IT,LICT
Departures,International,2017,160862,IT,LIEA
Departures,International,2018,203268,IT,LIEA
Departures,International,2019,201286,IT,LIEA
Departures,International,2020,55352,IT,LIEA
Departures,International,2021,100465,IT,LIEA
Departures,International,2022,213763,IT,LIEA
Departures,National,2017,500369,IT,LIEA
Departures,National,2018,487581,IT,LIEA
Departures,National,2019,497984,IT,LIEA
Departures,National,2020,215247,IT,LIEA
Departures,National,2021,358345,IT,LIEA
Departures,National,2022,560612,IT,LIEA
Departures,International,2017,447762,IT,LIEE
Departures,International,2018,568869,IT,LIEE
Departures,International,2019,703772,IT,LIEE
Departures,International,2020,170152,IT,LIEE
Departures,International,2021,265132,IT,LIEE
Departures,International,2022,550761,IT,LIEE
Departures,National,2017,1654729,IT,LIEE
Departures,National,2018,1652667,IT,LIEE
Departures,National,2019,1704318,IT,LIEE
Departures,National,2020,723520,IT,LIEE
Departures,National,2021,1136869,IT,LIEE
Departures,National,2022,1676622,IT,LIEE
Departures,International,2017,681208,IT,LIEO
Departures,International,2018,779009,IT,LIEO
Departures,International,2019,772194,IT,LIEO
Departures,International,2020,153779,IT,LIEO
Departures,International,2021,343549,IT,LIEO
Departures,International,2022,644636,IT,LIEO
Departures,National,2017,730440,IT,LIEO
Departures,National,2018,729468,IT,LIEO
Departures,National,2019,697159,IT,LIEO
Departures,National,2020,363787,IT,LIEO
Departures,National,2021,699637,IT,LIEO
Departures,National,2022,942467,IT,LIEO
Departures,International,2017,9453510,IT,LIMC
Departures,International,2018,10177198,IT,LIMC
Departures,International,2019,11566055,IT,LIMC
Departures,International,2020,2489530,IT,LIMC
Departures,International,2021,2891819,IT,LIMC
Departures,International,2022,7848493,IT,LIMC
Departures,National,2017,1577463,IT,LIMC
Departures,National,2018,1998352,IT,LIMC
Departures,National,2019,2836929,IT,LIMC
Departures,National,2020,1110019,IT,LIMC
Departures,National,2021,1930524,IT,LIMC
Departures,National,2022,2875690,IT,LIMC
Departures,International,2017,4532822,IT,LIME
Departures,International,2018,4838274,IT,LIME
Departures,International,2019,5191154,IT,LIME
Departures,International,2020,1341748,IT,LIME
Departures,International,2021,2200126,IT,LIME
Departures,International,2022,4915065,IT,LIME
Departures,National,2017,1632487,IT,LIME
Departures,National,2018,1636536,IT,LIME
Departures,National,2019,1732587,IT,LIME
Departures,National,2020,573196,IT,LIME
Departures,National,2021,1031919,IT,LIME
Departures,National,2022,1670750,IT,LIME
Departures,International,2017,1024663,IT,LIMF
Departures,International,2018,1049491,IT,LIMF
Departures,International,2019,1024359,IT,LIMF
Departures,International,2020,268632,IT,LIMF
Departures,International,2021,291329,IT,LIMF
Departures,International,2022,998562,IT,LIMF
Departures,National,2017,1064068,IT,LIMF
Departures,National,2018,1002971,IT,LIMF
Departures,National,2019,963126,IT,LIMF
Departures,National,2020,444940,IT,LIMF
Departures,National,2021,750120,IT,LIMF
Departures,National,2022,1113437,IT,LIMF
Departures,International,2017,261207,IT,LIMJ
Departures,International,2018,355249,IT,LIMJ
Departures,International,2019,426876,IT,LIMJ
Departures,International,2020,49917,IT,LIMJ
Departures,International,2021,93445,IT,LIMJ
Departures,International,2022,244654,IT,LIMJ
Departures,National,2017,355942,IT,LIMJ
Departures,National,2018,374378,IT,LIMJ
Departures,National,2019,345734,IT,LIMJ
Departures,National,2020,148559,IT,LIMJ
Departures,National,2021,212609,IT,LIMJ
Departures,National,2022,371057,IT,LIMJ
Departures,International,2017,2281918,IT,LIML
Departures,International,2018,2204907,IT,LIML
Departures,International,2019,1597196,IT,LIML
Departures,International,2020,438668,IT,LIML
Departures,International,2021,770310,IT,LIML
Departures,International,2022,1904177,IT,LIML
Departures,National,2017,2446449,IT,LIML
Departures,National,2018,2372002,IT,LIML
Departures,National,2019,1697413,IT,LIML
Departures,National,2020,670046,IT,LIML
Departures,National,2021,1391823,IT,LIML
Departures,National,2022,1954339,IT,LIML
Departures,International,2017,15345,IT,LIMP
Departures,International,2018,16291,IT,LIMP
Departures,International,2019,14118,IT,LIMP
Departures,International,2020,5702,IT,LIMP
Departures,International,2021,12750,IT,LIMP
Departures,International,2022,23432,IT,LIMP
Departures,National,2017,62779,IT,LIMP
Departures,National,2018,21056,IT,LIMP
Departures,National,2019,21235,IT,LIMP
Departures,National,2020,8560,IT,LIMP
Departures,National,2021,36774,IT,LIMP
Departures,National,2022,35225,IT,LIMP
Departures,International,2017,3146705,IT,LIPE
Departures,International,2018,3305722,IT,LIPE
Departures,International,2019,3754951,IT,LIPE
Departures,International,2020,857910,IT,LIPE
Departures,International,2021,1304050,IT,LIPE
Departures,International,2022,3180470,IT,LIPE
Departures,National,2017,972540,IT,LIPE
Departures,National,2018,994525,IT,LIPE
Departures,National,2019,985747,IT,LIPE
Departures,National,2020,405205,IT,LIPE
Departures,National,2021,773714,IT,LIPE
Departures,National,2022,1114665,IT,LIPE
Departures,International,2017,1024775,IT,LIPH
Departures,International,2018,1114095,IT,LIPH
Departures,International,2019,1081074,IT,LIPH
Departures,International,2020,139951,IT,LIPH
Departures,International,2021,489228,IT,LIPH
Departures,International,2022,1182370,IT,LIPH
Departures,National,2017,483196,IT,LIPH
Departures,National,2018,541508,IT,LIPH
Departures,National,2019,547091,IT,LIPH
Departures,National,2020,91755,IT,LIPH
Departures,National,2021,122026,IT,LIPH
Departures,National,2022,141420,IT,LIPH
Departures,International,2017,4046,IT,LIPO
Departures,International,2018,1358,IT,LIPO
Departures,International,2019,4903,IT,LIPO
Departures,International,2020,879,IT,LIPO
Departures,International,2021,1024,IT,LIPO
Departures,International,2022,1462,IT,LIPO
Departures,National,2017,236,IT,LIPO
Departures,National,2018,331,IT,LIPO
Departures,National,2019,679,IT,LIPO
Departures,National,2020,101,IT,LIPO
Departures,National,2021,123,IT,LIPO
Departures,National,2022,175,IT,LIPO
Departures,International,2017,129524,IT,LIPQ
Departures,International,2018,142066,IT,LIPQ
Departures,International,2019,168850,IT,LIPQ
Departures,International,2020,31589,IT,LIPQ
Departures,International,2021,41522,IT,LIPQ
Departures,International,2022,131136,IT,LIPQ
Departures,National,2017,256220,IT,LIPQ
Departures,National,2018,243902,IT,LIPQ
Departures,National,2019,221623,IT,LIPQ
Departures,National,2020,73517,IT,LIPQ
Departures,National,2021,132795,IT,LIPQ
Departures,National,2022,218514,IT,LIPQ
Departures,International,2017,148594,IT,LIPR
Departures,International,2018,152956,IT,LIPR
Departures,International,2019,197568,IT,LIPR
Departures,International,2020,30617,IT,LIPR
Departures,International,2021,21268,IT,LIPR
Departures,International,2022,89105,IT,LIPR
Departures,National,2017,1119,IT,LIPR
Departures,National,2018,467,IT,LIPR
Departures,National,2019,663,IT,LIPR
Departures,National,2020,353,IT,LIPR
Departures,National,2021,12233,IT,LIPR
Departures,National,2022,19126,IT,LIPR
Departures,International,2017,1014025,IT,LIPX
Departures,International,2018,1118181,IT,LIPX
Departures,International,2019,1146128,IT,LIPX
Departures,International,2020,218583,IT,LIPX
Departures,International,2021,227272,IT,LIPX
Departures,International,2022,799489,IT,LIPX
Departures,National,2017,520955,IT,LIPX
Departures,National,2018,612766,IT,LIPX
Departures,National,2019,674058,IT,LIPX
Departures,National,2020,308281,IT,LIPX
Departures,National,2021,505387,IT,LIPX
Departures,National,2022,690341,IT,LIPX
Departures,International,2017,156967,IT,LIPY
Departures,International,2018,183394,IT,LIPY
Departures,International,2019,190455,IT,LIPY
Departures,International,2020,44142,IT,LIPY
Departures,International,2021,66943,IT,LIPY
Departures,International,2022,159887,IT,LIPY
Departures,National,2017,82117,IT,LIPY
Departures,National,2018,42287,IT,LIPY
Departures,National,2019,54394,IT,LIPY
Departures,National,2020,32772,IT,LIPY
Departures,National,2021,55111,IT,LIPY
Departures,National,2022,75723,IT,LIPY
Departures,International,2017,4496499,IT,LIPZ
Departures,International,2018,4810374,IT,LIPZ
Departures,International,2019,5011178,IT,LIPZ
Departures,International,2020,970359,IT,LIPZ
Departures,International,2021,1086304,IT,LIPZ
Departures,International,2022,3529711,IT,LIPZ
Departures,National,2017,683676,IT,LIPZ
Departures,National,2018,785670,IT,LIPZ
Departures,National,2019,772999,IT,LIPZ
Departures,National,2020,432952,IT,LIPZ
Departures,National,2021,632017,IT,LIPZ
Departures,National,2022,1128405,IT,LIPZ
Departures,International,2017,2834517,IT,LIRA
Departures,International,2018,2806078,IT,LIRA
Departures,International,2019,2844113,IT,LIRA
Departures,International,2020,784080,IT,LIRA
Departures,International,2021,1090692,IT,LIRA
Departures,International,2022,1635746,IT,LIRA
Departures,National,2017,110303,IT,LIRA
Departures,National,2018,115023,IT,LIRA
Departures,National,2019,93073,IT,LIRA
Departures,National,2020,39247,IT,LIRA
Departures,National,2021,69622,IT,LIRA
Departures,National,2022,107913,IT,LIRA
Departures,International,2017,14753353,IT,LIRF
Departures,International,2018,15813227,IT,LIRF
Departures,International,2019,16257454,IT,LIRF
Departures,International,2020,3109653,IT,LIRF
Departures,International,2021,3615447,IT,LIRF
Departures,International,2022,11179635,IT,LIRF
Departures,National,2017,5684629,IT,LIRF
Departures,National,2018,5700680,IT,LIRF
Departures,National,2019,5534129,IT,LIRF
Departures,National,2020,1814454,IT,LIRF
Departures,National,2021,2212246,IT,LIRF
Departures,National,2022,3570642,IT,LIRF
Departures,International,2017,2907696,IT,LIRN
Departures,International,2018,3298676,IT,LIRN
Departures,International,2019,3744417,IT,LIRN
Departures,International,2020,784226,IT,LIRN
Departures,International,2021,1265262,IT,LIRN
Departures,International,2022,3530725,IT,LIRN
Departures,National,2017,1423584,IT,LIRN
Departures,National,2018,1699650,IT,LIRN
Departures,National,2019,1719764,IT,LIRN
Departures,National,2020,606412,IT,LIRN
Departures,National,2021,1043970,IT,LIRN
Departures,National,2022,1955296,IT,LIRN
Departures,International,2017,1899401,IT,LIRP
Departures,International,2018,2008018,IT,LIRP
Departures,International,2019,1980175,IT,LIRP
Departures,International,2020,386472,IT,LIRP
Departures,International,2021,553624,IT,LIRP
Departures,International,2022,1543466,IT,LIRP
Departures,National,2017,717910,IT,LIRP
Departures,National,2018,722629,IT,LIRP
Departures,National,2019,710297,IT,LIRP
Departures,National,2020,272681,IT,LIRP
Departures,National,2021,444332,IT,LIRP
Departures,National,2022,706578,IT,LIRP
Departures,International,2017,1134208,IT,LIRQ
Departures,International,2018,1167362,IT,LIRQ
Departures,International,2019,1243015,IT,LIRQ
Departures,International,2020,281864,IT,LIRQ
Departures,International,2021,376504,IT,LIRQ
Departures,International,2022,1030233,IT,LIRQ
Departures,National,2017,197984,IT,LIRQ
Departures,National,2018,193009,IT,LIRQ
Departures,National,2019,193227,IT,LIRQ
Departures,National,2020,58034,IT,LIRQ
Departures,National,2021,41757,IT,LIRQ
Departures,National,2022,83906,IT,LIRQ
Departures,International,2017,88614,IT,LIRZ
Departures,International,2018,86954,IT,LIRZ
Departures,International,2019,83052,IT,LIRZ
Departures,International,2020,28481,IT,LIRZ
Departures,International,2021,31471,IT,LIRZ
Departures,International,2022,129798,IT,LIRZ
Departures,National,2017,37506,IT,LIRZ
Departures,National,2018,25341,IT,LIRZ
Departures,National,2019,27072,IT,LIRZ
Departures,National,2020,11563,IT,LIRZ
Departures,National,2021,41854,IT,LIRZ
Departures,National,2022,57929,IT,LIRZ
Departures,International,2017,591641,LT,EYKA
Departures,International,2018,504970,LT,EYKA
Departures,International,2019,578887,LT,EYKA
Departures,International,2020,186008,LT,EYKA
Departures,International,2021,238225,LT,EYKA
Departures,International,2022,576405,LT,EYKA
Departures,National,2017,3,LT,EYKA
Departures,National,2018,15,LT,EYKA
Departures,National,2019,0,LT,EYKA
Departures,National,2020,141,LT,EYKA
Departures,National,2021,22,LT,EYKA
Departures,National,2022,1,LT,EYKA
Departures,International,2017,153461,LT,EYPA
Departures,International,2018,163120,LT,EYPA
Departures,International,2019,173617,LT,EYPA
Departures,International,2020,64444,LT,EYPA
Departures,International,2021,42365,LT,EYPA
Departures,International,2022,137415,LT,EYPA
Departures,National,2017,9,LT,EYPA
Departures,National,2018,181,LT,EYPA
Departures,National,2019,0,LT,EYPA
Departures,National,2020,256,LT,EYPA
Departures,National,2021,0,LT,EYPA
Departures,National,2022,9,LT,EYPA
Departures,International,2017,271,LT,EYSA
Departures,International,2018,1118,LT,EYSA
Departures,International,2019,192,LT,EYSA
Departures,International,2020,220,LT,EYSA
Departures,International,2021,94,LT,EYSA
Departures,International,2022,468,LT,EYSA
Departures,National,2017,0,LT,EYSA
Departures,National,2018,0,LT,EYSA
Departures,National,2019,0,LT,EYSA
Departures,National,2020,0,LT,EYSA
Departures,National,2021,0,LT,EYSA
Departures,National,2022,5,LT,EYSA
Departures,International,2017,1881112,LT,EYVI
Departures,International,2018,2454466,LT,EYVI
Departures,International,2019,2488249,LT,EYVI
Departures,International,2020,656085,LT,EYVI
Departures,International,2021,932254,LT,EYVI
Departures,International,2022,1968812,LT,EYVI
Departures,National,2017,110,LT,EYVI
Departures,National,2018,179,LT,EYVI
Departures,National,2019,11,LT,EYVI
Departures,National,2020,313,LT,EYVI
Departures,National,2021,195,LT,EYVI
Departures,National,2022,129,LT,EYVI
Departures,International,2017,1787629,LU,ELLX
Departures,International,2018,2004494,LU,ELLX
Departures,International,2019,2189318,LU,ELLX
Departures,International,2020,709549,LU,ELLX
Departures,International,2021,1002796,LU,ELLX
Departures,International,2022,2039429,LU,ELLX
Departures,National,2017,192,LU,ELLX
Departures,National,2018,177,LU,ELLX
Departures,National,2019,186,LU,ELLX
Departures,National,2020,0,LU,ELLX
Departures,National,2021,0,LU,ELLX
Departures,National,2022,178,LU,ELLX
